Season,Round,Date,Home,Away,Home_Country,Away_Country,Home_Goals,Away_Goals,Result
2003-2004,First round,2003-09-24,Panionios,Nordsjælland,gr,dk,2,1,1.0
2003-2004,First round,2003-09-24,Dinamo Zagreb,MTK Budapest,hr,hu,3,1,1.0
2003-2004,First round,2003-09-24,Utrecht,MŠK Žilina,nl,sk,2,0,1.0
2003-2004,First round,2003-09-24,FK Púchov,Barcelona,sk,es,1,1,0.5
2003-2004,First round,2003-09-24,Hearts,Željezničar,sct,ba,2,0,1.0
2003-2004,First round,2003-09-24,Hapoel Ramat Gan Givatayim FC,Levski Sofia,il,bg,0,1,0.0
2003-2004,First round,2003-09-24,MyPa,Sochaux,fi,fr,0,1,0.0
2003-2004,First round,2003-09-24,Hertha BSC,Dyskobolia,de,pl,0,0,0.5
2003-2004,First round,2003-09-24,Newcastle Utd,NAC Breda,eng,nl,5,0,1.0
2003-2004,First round,2003-09-24,Auxerre,Xamax,fr,ch,1,0,1.0
2003-2004,First round,2003-09-24,PAOK,Lyn,gr,no,0,1,0.0
2003-2004,First round,2003-09-24,Roma,FK Vardar,it,mk,4,0,1.0
2003-2004,First round,2003-09-24,Spartak Moscow,Esbjerg,ru,dk,2,0,1.0
2003-2004,First round,2003-09-24,FK Cementarnica 55,Lens,mk,fr,0,1,0.0
2003-2004,First round,2003-09-24,Ferencváros,FC Copenhagen,hu,dk,1,1,0.5
2003-2004,First round,2003-09-24,Austria Wien,Dortmund,at,de,1,2,0.0
2003-2004,First round,2003-09-24,Zimbru Chișinău,Aris,md,gr,1,1,0.5
2003-2004,First round,2003-09-24,La Louvière,Benfica,be,pt,1,1,0.5
2003-2004,First round,2003-09-24,Varaždin,Debrecen,hr,hu,1,3,0.0
2003-2004,First round,2003-09-24,NK Olimpija Ljubljana,Liverpool,si,eng,1,1,0.5
2003-2004,First round,2003-09-24,APOEL FC,Mallorca,cy,es,1,2,0.0
2003-2004,First round,2003-09-24,Odense,Red Star,dk,rs,2,2,0.5
2003-2004,First round,2003-09-24,Kaiserslautern,Teplice,de,cz,1,2,0.0
2003-2004,First round,2003-09-24,Manchester City,Lokeren,eng,be,3,2,1.0
2003-2004,First round,2003-09-24,Gençlerbirliği,Blackburn,tr,eng,3,1,1.0
2003-2004,First round,2003-09-24,União de Leiria,Molde,pt,no,1,0,1.0
2003-2004,First round,2003-09-24,CSKA Sofia,Torpedo Moscow,bg,ru,1,1,0.5
2003-2004,First round,2003-09-24,Villarreal,Trabzonspor,es,tr,0,0,0.5
2003-2004,First round,2003-09-24,Dundee,Perugia,sct,it,0,2,0.0
2003-2004,First round,2003-09-24,Sporting CP,Malmö,pt,se,2,0,1.0
2003-2004,First round,2003-09-24,Met Donetsk,Parma,ua,it,1,1,0.5
2003-2004,First round,2003-09-24,FK Ventspils,Rosenborg,lv,no,1,4,0.0
2003-2004,First round,2003-09-24,Smederevo,Slavia Prague,rs,cz,1,2,0.0
2003-2004,First round,2003-09-24,AIK Stockholm,Valencia,se,es,0,1,0.0
2003-2004,First round,2003-09-24,Austria Salzburg,Udinese,at,it,0,1,0.0
2003-2004,First round,2003-09-24,Maccabi Haifa,NK Celje,il,si,2,1,1.0
2003-2004,First round,2003-09-24,Dinamo București,Shakhtar,ro,ua,2,0,1.0
2003-2004,First round,2003-09-24,Vålerenga,Grazer AK,no,at,0,0,0.5
2003-2004,First round,2003-09-24,Brøndby,Viktoria Žižkov,dk,cz,1,0,1.0
2003-2004,First round,2003-09-24,Southampton,Steaua,eng,ro,1,1,0.5
2003-2004,First round,2003-09-24,Malatyaspor,Basel,tr,ch,0,2,0.0
2003-2004,First round,2003-09-24,Grasshopper,Hajduk Split,ch,hr,1,1,0.5
2003-2004,First round,2003-09-24,Gaziantepspor,Hapoel Tel Aviv,tr,il,1,0,1.0
2003-2004,First round,2003-09-25,Wisła Kraków,NEC Nijmegen,pl,nl,2,1,1.0
2003-2004,First round,2003-09-25,Kamen Ingrad,Schalke 04,hr,de,0,0,0.5
2003-2004,First round,2003-09-25,Bordeaux,FC Petržalka,fr,sk,2,1,1.0
2003-2004,First round,2003-09-25,Hamburger SV,Dnipro,de,ua,2,1,1.0
2003-2004,First round,2003-09-25,Feyenoord,FC Kärnten,nl,at,2,1,1.0
2003-2004,First round,2003-10-15,Dortmund,Austria Wien,de,at,1,0,1.0
2003-2004,First round,2003-10-15,Trabzonspor,Villarreal,tr,es,2,3,0.0
2003-2004,First round,2003-10-15,FC Petržalka,Bordeaux,sk,fr,1,1,0.5
2003-2004,First round,2003-10-15,Dyskobolia,Hertha BSC,pl,de,1,0,1.0
2003-2004,First round,2003-10-15,Red Star,Odense,rs,dk,4,3,1.0
2003-2004,First round,2003-10-15,Barcelona,FK Púchov,es,sk,8,0,1.0
2003-2004,First round,2003-10-15,Nordsjælland,Panionios,dk,gr,0,1,0.0
2003-2004,First round,2003-10-15,Liverpool,NK Olimpija Ljubljana,eng,si,3,0,1.0
2003-2004,First round,2003-10-15,MŠK Žilina,Utrecht,sk,nl,0,4,0.0
2003-2004,First round,2003-10-15,Debrecen,Varaždin,hu,hr,3,2,1.0
2003-2004,First round,2003-10-15,Hajduk Split,Grasshopper,hr,ch,0,0,0.5
2003-2004,First round,2003-10-15,Valencia,AIK Stockholm,es,se,1,0,1.0
2003-2004,First round,2003-10-15,Grazer AK,Vålerenga,at,no,1,1,0.5
2003-2004,First round,2003-10-15,Steaua,Southampton,ro,eng,1,0,1.0
2003-2004,First round,2003-10-15,Lokeren,Manchester City,be,eng,0,1,0.0
2003-2004,First round,2003-10-15,Basel,Malatyaspor,ch,tr,1,2,0.0
2003-2004,First round,2003-10-15,Xamax,Auxerre,ch,fr,0,1,0.0
2003-2004,First round,2003-10-15,Malmö,Sporting CP,se,pt,0,1,0.0
2003-2004,First round,2003-10-15,Lens,FK Cementarnica 55,fr,mk,5,0,1.0
2003-2004,First round,2003-10-15,Blackburn,Gençlerbirliği,eng,tr,1,1,0.5
2003-2004,First round,2003-10-15,Levski Sofia,Hapoel Ramat Gan Givatayim FC,bg,il,4,0,1.0
2003-2004,First round,2003-10-15,Sochaux,MyPa,fr,fi,2,0,1.0
2003-2004,First round,2003-10-15,Dnipro,Hamburger SV,ua,de,3,0,1.0
2003-2004,First round,2003-10-15,NAC Breda,Newcastle Utd,nl,eng,0,1,0.0
2003-2004,First round,2003-10-15,Rosenborg,FK Ventspils,no,lv,6,0,1.0
2003-2004,First round,2003-10-15,FC Copenhagen,Ferencváros,dk,hu,1,1,0.5
2003-2004,First round,2003-10-15,Torpedo Moscow,CSKA Sofia,ru,bg,1,1,0.5
2003-2004,First round,2003-10-15,Slavia Prague,Smederevo,cz,rs,2,1,1.0
2003-2004,First round,2003-10-15,Perugia,Dundee,it,sct,1,0,1.0
2003-2004,First round,2003-10-15,MTK Budapest,Dinamo Zagreb,hu,hr,0,0,0.5
2003-2004,First round,2003-10-15,Mallorca,APOEL FC,es,cy,4,2,1.0
2003-2004,First round,2003-10-15,Benfica,La Louvière,pt,be,1,0,1.0
2003-2004,First round,2003-10-15,Molde,União de Leiria,no,pt,3,1,1.0
2003-2004,First round,2003-10-15,NEC Nijmegen,Wisła Kraków,nl,pl,1,2,0.0
2003-2004,First round,2003-10-15,Aris,Zimbru Chișinău,gr,md,2,1,1.0
2003-2004,First round,2003-10-15,Lyn,PAOK,no,gr,0,3,0.0
2003-2004,First round,2003-10-15,Udinese,Austria Salzburg,it,at,1,2,0.0
2003-2004,First round,2003-10-15,Hapoel Tel Aviv,Gaziantepspor,il,tr,0,0,0.5
2003-2004,First round,2003-10-15,Parma,Met Donetsk,it,ua,3,0,1.0
2003-2004,First round,2003-10-15,NK Celje,Maccabi Haifa,si,il,2,2,0.5
2003-2004,First round,2003-10-15,Esbjerg,Spartak Moscow,dk,ru,1,1,0.5
2003-2004,First round,2003-10-15,Shakhtar,Dinamo București,ua,ro,2,3,0.0
2003-2004,First round,2003-10-15,Željezničar,Hearts,ba,sct,0,0,0.5
2003-2004,First round,2003-10-15,FK Vardar,Roma,mk,it,1,1,0.5
2003-2004,First round,2003-10-16,Viktoria Žižkov,Brøndby,cz,dk,0,1,0.0
2003-2004,First round,2003-10-16,Teplice,Kaiserslautern,cz,de,1,0,1.0
2003-2004,First round,2003-10-16,Schalke 04,Kamen Ingrad,de,hr,1,0,1.0
2003-2004,First round,2003-10-16,FC Kärnten,Feyenoord,at,nl,0,1,0.0
2003-2004,Second round,2003-10-29,Rosenborg,Red Star,no,rs,0,0,0.5
2003-2004,Second round,2003-11-06,Bordeaux,Hearts,fr,sct,0,1,0.0
2003-2004,Second round,2003-11-06,Utrecht,Auxerre,nl,fr,0,0,0.5
2003-2004,Second round,2003-11-06,Panionios,Barcelona,gr,es,0,3,0.0
2003-2004,Second round,2003-11-06,Schalke 04,Brøndby,de,dk,2,1,1.0
2003-2004,Second round,2003-11-06,Benfica,Molde,pt,no,3,1,1.0
2003-2004,Second round,2003-11-06,PAOK,Debrecen,gr,hu,1,1,0.5
2003-2004,Second round,2003-11-06,Slavia Prague,Levski Sofia,cz,bg,2,2,0.5
2003-2004,Second round,2003-11-06,Gençlerbirliği,Sporting CP,tr,pt,1,1,0.5
2003-2004,Second round,2003-11-06,Manchester City,Dyskobolia,eng,pl,1,1,0.5
2003-2004,Second round,2003-11-06,Valencia,Maccabi Haifa,es,il,0,0,0.5
2003-2004,Second round,2003-11-06,Gaziantepspor,Lens,tr,fr,3,0,1.0
2003-2004,Second round,2003-11-06,Dortmund,Sochaux,de,fr,2,2,0.5
2003-2004,Second round,2003-11-06,Perugia,Aris,it,gr,2,0,1.0
2003-2004,Second round,2003-11-06,Dinamo Zagreb,Dnipro,hr,ua,0,2,0.0
2003-2004,Second round,2003-11-06,Villarreal,Torpedo Moscow,es,ru,2,0,1.0
2003-2004,Second round,2003-11-06,FC Copenhagen,Mallorca,dk,es,1,2,0.0
2003-2004,Second round,2003-11-06,Roma,Hajduk Split,it,hr,1,0,1.0
2003-2004,Second round,2003-11-06,Feyenoord,Teplice,nl,cz,0,2,0.0
2003-2004,Second round,2003-11-06,Basel,Newcastle Utd,ch,eng,2,3,0.0
2003-2004,Second round,2003-11-06,Vålerenga,Wisła Kraków,no,pl,0,0,0.5
2003-2004,Second round,2003-11-06,Steaua,Liverpool,ro,eng,1,1,0.5
2003-2004,Second round,2003-11-06,Spartak Moscow,Dinamo București,ru,ro,4,0,1.0
2003-2004,Second round,2003-11-06,Austria Salzburg,Parma,at,it,0,4,0.0
2003-2004,Second round,2003-11-27,Levski Sofia,Slavia Prague,bg,cz,0,0,0.5
2003-2004,Second round,2003-11-27,Sporting CP,Gençlerbirliği,pt,tr,0,3,0.0
2003-2004,Second round,2003-11-27,Lens,Gaziantepspor,fr,tr,1,3,0.0
2003-2004,Second round,2003-11-27,Newcastle Utd,Basel,eng,ch,1,0,1.0
2003-2004,Second round,2003-11-27,Brøndby,Schalke 04,dk,de,2,1,1.0
2003-2004,Second round,2003-11-27,Dyskobolia,Manchester City,pl,eng,0,0,0.5
2003-2004,Second round,2003-11-27,Hearts,Bordeaux,sct,fr,0,2,0.0
2003-2004,Second round,2003-11-27,Sochaux,Dortmund,fr,de,4,0,1.0
2003-2004,Second round,2003-11-27,Auxerre,Utrecht,fr,nl,4,0,1.0
2003-2004,Second round,2003-11-27,Red Star,Rosenborg,rs,no,0,1,0.0
2003-2004,Second round,2003-11-27,Dinamo București,Spartak Moscow,ro,ru,3,1,1.0
2003-2004,Second round,2003-11-27,Wisła Kraków,Vålerenga,pl,no,0,0,0.5
2003-2004,Second round,2003-11-27,Mallorca,FC Copenhagen,es,dk,1,1,0.5
2003-2004,Second round,2003-11-27,Teplice,Feyenoord,cz,nl,1,1,0.5
2003-2004,Second round,2003-11-27,Aris,Perugia,gr,it,1,1,0.5
2003-2004,Second round,2003-11-27,Liverpool,Steaua,eng,ro,1,0,1.0
2003-2004,Second round,2003-11-27,Barcelona,Panionios,es,gr,2,0,1.0
2003-2004,Second round,2003-11-27,Hajduk Split,Roma,hr,it,1,1,0.5
2003-2004,Second round,2003-11-27,Parma,Austria Salzburg,it,at,5,0,1.0
2003-2004,Second round,2003-11-27,Torpedo Moscow,Villarreal,ru,es,1,0,1.0
2003-2004,Second round,2003-11-27,Dnipro,Dinamo Zagreb,ua,hr,1,1,0.5
2003-2004,Second round,2003-11-27,Molde,Benfica,no,pt,0,2,0.0
2003-2004,Second round,2003-11-27,Debrecen,PAOK,hu,gr,0,0,0.5
2003-2004,Second round,2003-12-11,Maccabi Haifa,Valencia,il,es,0,4,0.0
2003-2004,Third round,2004-02-26,Liverpool,Levski Sofia,eng,bg,2,0,1.0
2003-2004,Third round,2004-02-26,Marseille,Dnipro,fr,ua,1,0,1.0
2003-2004,Third round,2004-02-26,Gaziantepspor,Roma,tr,it,1,0,1.0
2003-2004,Third round,2004-02-26,Benfica,Rosenborg,pt,no,1,0,1.0
2003-2004,Third round,2004-02-26,Parma,Gençlerbirliği,it,tr,0,1,0.0
2003-2004,Third round,2004-02-26,Valencia,Beşiktaş,es,tr,3,2,1.0
2003-2004,Third round,2004-02-26,Spartak Moscow,Mallorca,ru,es,0,3,0.0
2003-2004,Third round,2004-02-26,Sochaux,Inter,fr,it,2,2,0.5
2003-2004,Third round,2004-02-26,Dyskobolia,Bordeaux,pl,fr,0,1,0.0
2003-2004,Third round,2004-02-26,Vålerenga,Newcastle Utd,no,eng,1,1,0.5
2003-2004,Third round,2004-02-26,Perugia,PSV Eindhoven,it,nl,0,0,0.5
2003-2004,Third round,2004-02-26,Celtic,Teplice,sct,cz,3,0,1.0
2003-2004,Third round,2004-02-26,Club Brugge,Debrecen,be,hu,1,0,1.0
2003-2004,Third round,2004-02-26,Auxerre,Panathinaikos,fr,gr,0,0,0.5
2003-2004,Third round,2004-02-26,Brøndby,Barcelona,dk,es,0,1,0.0
2003-2004,Third round,2004-02-26,Galatasaray,Villarreal,tr,es,2,2,0.5
2003-2004,Third round,2004-03-03,Newcastle Utd,Vålerenga,eng,no,3,1,1.0
2003-2004,Third round,2004-03-03,Dnipro,Marseille,ua,fr,0,0,0.5
2003-2004,Third round,2004-03-03,Bordeaux,Dyskobolia,fr,pl,3,1,1.0
2003-2004,Third round,2004-03-03,PSV Eindhoven,Perugia,nl,it,3,1,1.0
2003-2004,Third round,2004-03-03,Inter,Sochaux,it,fr,0,0,0.5
2003-2004,Third round,2004-03-03,Barcelona,Brøndby,es,dk,2,1,1.0
2003-2004,Third round,2004-03-03,Panathinaikos,Auxerre,gr,fr,0,1,0.0
2003-2004,Third round,2004-03-03,Gençlerbirliği,Parma,tr,it,3,0,1.0
2003-2004,Third round,2004-03-03,Rosenborg,Benfica,no,pt,2,1,1.0
2003-2004,Third round,2004-03-03,Teplice,Celtic,cz,sct,1,0,1.0
2003-2004,Third round,2004-03-03,Mallorca,Spartak Moscow,es,ru,0,1,0.0
2003-2004,Third round,2004-03-03,Beşiktaş,Valencia,tr,es,0,2,0.0
2003-2004,Third round,2004-03-03,Debrecen,Club Brugge,hu,be,0,0,0.5
2003-2004,Third round,2004-03-03,Roma,Gaziantepspor,it,tr,2,0,1.0
2003-2004,Third round,2004-03-03,Levski Sofia,Liverpool,bg,eng,2,4,0.0
2003-2004,Third round,2004-03-03,Villarreal,Galatasaray,es,tr,3,0,1.0
2003-2004,Fourth round,2004-03-11,Villarreal,Roma,es,it,2,0,1.0
2003-2004,Fourth round,2004-03-11,Benfica,Inter,pt,it,0,0,0.5
2003-2004,Fourth round,2004-03-11,Auxerre,PSV Eindhoven,fr,nl,1,1,0.5
2003-2004,Fourth round,2004-03-11,Newcastle Utd,Mallorca,eng,es,4,1,1.0
2003-2004,Fourth round,2004-03-11,Bordeaux,Club Brugge,fr,be,3,1,1.0
2003-2004,Fourth round,2004-03-11,Liverpool,Marseille,eng,fr,1,1,0.5
2003-2004,Fourth round,2004-03-11,Celtic,Barcelona,sct,es,1,0,1.0
2003-2004,Fourth round,2004-03-11,Gençlerbirliği,Valencia,tr,es,1,0,1.0
2003-2004,Fourth round,2004-03-25,PSV Eindhoven,Auxerre,nl,fr,3,0,1.0
2003-2004,Fourth round,2004-03-25,Club Brugge,Bordeaux,be,fr,0,1,0.0
2003-2004,Fourth round,2004-03-25,Roma,Villarreal,it,es,2,1,1.0
2003-2004,Fourth round,2004-03-25,Valencia,Gençlerbirliği,es,tr,2,0,1.0
2003-2004,Fourth round,2004-03-25,Barcelona,Celtic,es,sct,0,0,0.5
2003-2004,Fourth round,2004-03-25,Mallorca,Newcastle Utd,es,eng,0,3,0.0
2003-2004,Fourth round,2004-03-25,Marseille,Liverpool,fr,eng,2,1,1.0
2003-2004,Fourth round,2004-03-25,Inter,Benfica,it,pt,4,3,1.0
2003-2004,Quarter-finals,2004-04-08,Marseille,Inter,fr,it,1,0,1.0
2003-2004,Quarter-finals,2004-04-08,PSV Eindhoven,Newcastle Utd,nl,eng,1,1,0.5
2003-2004,Quarter-finals,2004-04-08,Bordeaux,Valencia,fr,es,1,2,0.0
2003-2004,Quarter-finals,2004-04-08,Celtic,Villarreal,sct,es,1,1,0.5
2003-2004,Quarter-finals,2004-04-14,Inter,Marseille,it,fr,0,1,0.0
2003-2004,Quarter-finals,2004-04-14,Villarreal,Celtic,es,sct,2,0,1.0
2003-2004,Quarter-finals,2004-04-14,Newcastle Utd,PSV Eindhoven,eng,nl,2,1,1.0
2003-2004,Quarter-finals,2004-04-14,Valencia,Bordeaux,es,fr,2,1,1.0
2003-2004,Semi-finals,2004-04-22,Newcastle Utd,Marseille,eng,fr,0,0,0.5
2003-2004,Semi-finals,2004-04-22,Villarreal,Valencia,es,es,0,0,0.5
2003-2004,Semi-finals,2004-05-06,Valencia,Villarreal,es,es,1,0,1.0
2003-2004,Semi-finals,2004-05-06,Marseille,Newcastle Utd,fr,eng,2,0,1.0
2003-2004,Final,2004-05-19,Valencia,Marseille,es,fr,2,0,1.0
